id,speaker,intent,slots.keys,slots.values,utterance1,utterance2
s00000882,system,質問する,客の趣味,?,"お客様のご趣味は何ですか?","お客様は何かご趣味がございますか?"
s00000537,system,好意的に承知する,客の希望の観光時間帯 客が希望する交通手段,未定 車,"観光の時間帯は決まっていらっしゃらないんですね.車で観光なんて素敵です.","車で観光良いですね.時間帯はまだ未定なんですね."
s00001895,system,情報を教える,観光地の名称 観光地の飲食物持ち込みの可否 観光地の予約要否,長井海の手公園 ソレイユの丘 不明 不明,"長井海の手公園 ソレイユの丘は,飲食物の持ち込みができるかどうかわかりません.予約もできるのかどうかわかりかねます.","長井海の手公園 ソレイユの丘は,飲食物の持ち込み,予約の可否ともにわかりません."
s00001948,system,情報を教える,観光地の名称 観光地の撮影可否 観光地の予約要否,石川県のと海洋ふれあいセンター 可能 不可能,"石川県のと海洋ふれあいセンターは,撮影可能ですが予約は受け付けていません.","石川県のと海洋ふれあいセンターは,撮影することはできます.予約は受け付けていないようです."
s00000503,system,好意的に承知する,客が観光にかけたい時間 客が希望する交通手段,30分未満 バス,"バスで観光するんですね.30分未満でさっと観光するのもいいですよね.","30分未満の観光なんですね.バスで観光するのも素敵ですよね."
s00002596,system,観光地の情報を使って客におすすめする,観光地の名称 観光地がインドアかアウトドアか 観光地の設備,真鶴岬 インドア 障害者への対応なし,"真鶴岬は,屋内で観光できるのでお勧めです.障害者への対応はできないようです.","真鶴岬は,屋内の観光なのでおすすめです.設備が整っていないので,障害者の方が観光するのは難しいかもしれません."
s00000228,system,好意的に承知する,客の観光の同行者 客が希望する観光の季節,友達 秋,"ご友人と秋に観光ですか.良いですね.","ご友人と観光,良いですね.秋は観光しやすい季節ですよね."
s00000159,system,好意的に承知する,客の観光の同行者 客が希望する交通手段,恋人 電車,"恋人と電車で観光,良いですね.","恋人と観光良いですね.電車でゆっくり旅行するのも素敵ですよね."
s00001880,system,情報を教える,観光地の名称 観光地の手荷物預かりの有無 観光地がインドアかアウトドアか,輝北天球館 あり 不明,"輝北天球館は,手荷物を預かってくれますよ.インドアな施設なのかアウトドアな施設なのかはわかりません.","輝北天球館は,手荷物の預かりをしてくれます.屋内を観光するのか屋外を観光するのかはわかりません."
s00002630,system,観光地の情報を使って客におすすめする,観光地の名称 観光地の飲食物持ち込みの可否 観光地の新型コロナウイルス感染対策,健民海浜公園 可能 入場時のアルコール消毒とマスクの着用,"健民海浜公園は,飲食物の持ち込みができるのでおすすめです.新型コロナウイルス感染症対策で,入場時のアルコール消毒とマスクの着用が必要です.","入場時のアルコール消毒とマスクの着用は,入場時のアルコール消毒とマスクの着用が義務づけられていて,感染症対策もしっかりしているのでおすすめです.飲食物の持ち込みもできますよ."
s00000993,system,情報を教える,観光地の名称 観光地の予約要否,井頭公園一万人プール 不可能,"井頭公園一万人プールは予約はできません.","井頭公園一万人プールは,予約していくことはできません."
s00000371,system,好意的に承知する,客の観光の同行者 客の希望の観光時間帯,恋人 希望なし,"時間帯の希望はないんですね.恋人と旅行,良いですね.","時間帯はいつでもよろしいんですね.恋人と一緒に旅行なんて素敵です."
s00001065,system,情報を教える,客の名前（※） 観光地の名称 観光地の予約要否,松本 水上峡・諏訪峡 不明,"松本様,水上峡・諏訪峡の予約はできるかどうかわかりません.","松本様,水上峡・諏訪峡は予約可能かどうかは分かりませんでした."
s00000676,system,好意的に承知する,客の希望の観光時間帯 客が希望する観光の季節,希望なし 希望なし,"観光の時間帯も季節もご希望はないんですね.良いですね.","観光の季節も時間帯も何時でも構わないんですね.素敵ですね."
s00000987,system,情報を教える,観光地の名称 観光地の飲食物持ち込みの可否,旧遠藤家住宅 不可能,"旧遠藤家住宅は飲食物の持ち込みはできません.","旧遠藤家住宅は,飲食物の持ち込みは難しいようです."
s00001707,system,情報を教える,観光地の名称 観光地の設備 観光地の広さ,鳥類園ウォッチングセンター 障害者への対応なし 一日あれば十分見て回れるような広さ,"鳥類園ウォッチングセンターは,一日あれば見て回れるような広さです.設備が整っていないので障害者の方は観光が難しいかもしれません.","鳥類園ウォッチングセンターは,障害者の方への対応は行っていないようです.敷地面積は一日あれば十分見て回れるような広さです."
s00000720,system,好意的に承知する,客が希望する観光の季節 客がインドア派かアウトドア派か,冬 特になし,"冬に観光なさるんですね.インドアかアウトドアかも特に希望はないんですね.良いですね.","屋外でも屋内でもどちらでも構わないんですね.冬の観光もいいですよね."
s00000862,system,好意的に承知する,客の希望の観光時間帯 客がインドア派かアウトドア派か,日中 特になし,"屋外でも屋内でもどちらでも構わないんですね.冬の観光もいいですよね.","日中に観光なさるんですね.インドアかアウトドアかも特に希望はないんですね.素敵です."
s00001795,system,情報を教える,観光地の名称 観光地のすいている曜日，時間帯 観光地のWi-Fiの有無,市川市大洲防災公園 不明 なし,"市川市大洲防災公園は,Wi-Fiは利用できません.いつがすいているのかはわかりません.","市川市大洲防災公園の,すいている曜日や時間帯はわかりません.Wi-Fiも備わっていないようです."
s00002280,system,観光地の情報を使って客におすすめする,観光地の名称 観光地のジャンル 観光地におすすめな人,角神ダム湖 スキー・スノボ 女性,"角神ダム湖は,スキーやスノボを楽しむのにおすすめのスポットです.特に女性は楽しめますよ.","角神ダム湖は,女性におすすめです.スキーやスノボで楽しむことができますよ."
